0	0.0770444	0.0770444	4.45443e-09	5.54638e-20	1.36057e-31
10	0.0770431	0.0770329	1.81912e-05	5.33479e-09	2.01158e-12
20	0.0770428	0.0770257	1.75833e-05	9.66269e-09	5.98836e-12
30	0.0770443	0.0770161	1.68108e-05	2.82889e-08	2.24351e-11
40	0.0770434	0.0769949	7.65973e-05	1.25797e-07	1.92703e-10
50	0.0770426	0.0769671	7.52667e-05	1.80023e-07	5.96064e-10
60	0.0770441	0.0769346	7.1114e-05	3.10392e-07	1.24839e-09
70	0.0770438	0.0769124	0.000185886	6.77446e-07	3.64975e-09
80	0.0770425	0.0768528	0.000188663	1.07818e-06	8.66117e-09
90	0.0770438	0.0768074	0.000174528	1.28226e-06	1.37558e-08
100	0.0770441	0.0767794	0.000332433	2.22268e-06	3.08201e-08
110	0.0770426	0.0766842	0.000357162	3.82841e-06	5.77756e-08
120	0.0770435	0.0766392	0.0003373	3.73722e-06	6.6447e-08
130	0.0770443	0.0765877	0.000502955	6.05624e-06	1.36705e-07
140	0.0770428	0.0764701	0.000582311	1.01259e-05	2.40486e-07
150	0.0770431	0.076427	0.000561683	9.42647e-06	2.30746e-07
160	0.0770443	0.0763342	0.000693268	1.43058e-05	3.96124e-07
170	0.0770431	0.07622	0.000862645	2.15431e-05	6.88914e-07
180	0.0770428	0.0761612	0.000841122	2.08866e-05	7.23387e-07
190	0.0770443	0.0760255	0.000911767	2.85276e-05	1.00182e-06
200	0.0770435	0.0759354	0.00118724	3.83717e-05	1.56942e-06
210	0.0770425	0.0758323	0.00116535	4.02781e-05	1.94098e-06
220	0.0770441	0.0756747	0.00117479	4.85934e-05	2.45815e-06
230	0.0770438	0.0756068	0.00153547	6.05437e-05	3.39958e-06
240	0.0770424	0.0754403	0.001528	6.94143e-05	4.39098e-06
250	0.0770438	0.0752931	0.0014974	7.46135e-05	5.24824e-06
260	0.077044	0.0752188	0.00188601	9.09264e-05	7.06761e-06
270	0.0770425	0.0749981	0.00193056	0.000111421	8.94871e-06
280	0.0770435	0.0748818	0.00188517	0.00011039	9.48515e-06
290	0.0770442	0.0747612	0.00222879	0.000135797	1.28605e-05
300	0.0770428	0.0745253	0.00237703	0.000169643	1.65484e-05
310	0.0770431	0.0744296	0.00233031	0.00016317	1.6138e-05
320	0.0770442	0.0742372	0.00257006	0.000199509	2.07619e-05
330	0.0770432	0.0740339	0.00286139	0.000242549	2.7046e-05
340	0.0770427	0.0739182	0.00281385	0.000237912	2.78357e-05
350	0.0770441	0.0736631	0.00292763	0.000279355	3.28479e-05
360	0.0770435	0.073518	0.00336098	0.000323824	4.10471e-05
370	0.0770424	0.0733342	0.00331484	0.000333061	4.62911e-05
380	0.077044	0.0730593	0.0033219	0.000368188	5.25384e-05
390	0.0770438	0.0729564	0.00384592	0.000412174	6.24516e-05
400	0.0770423	0.0726829	0.00382409	0.000446415	7.19796e-05
410	0.0770438	0.0724398	0.00376803	0.000463849	7.95118e-05
420	0.0770439	0.0723276	0.00429651	0.000517405	9.38362e-05
430	0.0770425	0.0719907	0.00434936	0.000582728	0.000107698
440	0.0770436	0.0718035	0.00427017	0.000576219	0.000110664
450	0.077044	0.0716232	0.00471234	0.000651735	0.000131998
460	0.0770429	0.0712877	0.00489919	0.000744355	0.000153657
470	0.0770432	0.0711333	0.00481642	0.00072159	0.000150422
480	0.077044	0.0708532	0.00510765	0.000816434	0.000175237
490	0.0770433	0.0705832	0.00546051	0.000918395	0.000204868
500	0.0770427	0.0704029	0.00537834	0.000904719	0.000209458
510	0.077044	0.0700409	0.00550118	0.000998862	0.000231584
520	0.0770435	0.0698595	0.00599989	0.0010894	0.000264666
530	0.0770421	0.0695922	0.00592311	0.00111049	0.000286762
